meeting_date,meeting_id,pdf_file,item_number,item_title,motion_summary,outcome,vote_count_for,vote_count_against,mover,seconder,SANCHEZ,KEIM,JOYCE,ROBINSON,WEISS,FIGUEROA,RODRIGUEZ,notes
2022-12-14,1255598,2022-12-14_id-1255598.pdf,1,City Council: Adoption of a resolution certifying the results of the City's General,Keim,APPROVED,4,0,KEIM,WEISS,Yes,Yes,NotOnCouncil,Yes,Yes,NotOnCouncil,Absent,
2022-12-21,1255599,2022-12-21_id-1255599.pdf,4,City Council/Harbor/CDC/OPFA: Approval to waive reading of the text of all ordinances and,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,5,City Council/Harbor/CDC/OPFA: Acceptance of City Clerk's Action Minutes of the Small Craft Harbor,Motion to approve minutes with the change to Item #30 changing the vote from 4-0 to 3-1 with Sanchez voting no,APPROVED,5,0,SANCHEZ,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2022-12-21,1255599,2022-12-21_id-1255599.pdf,6,"City Council: Approval of a purchase order, in the amount of $80,070, to Zoll Medical Corporation",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,7,"City Council: Approval of a purchase order, in an amount not-to- exceed $84,843, to Cart Mart Inc.",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,8,"HDB: Approval of a purchase order, in an amount not to exceed $171,000, to Kassbohrer All-",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,9,"City Council: Approval of a purchase order, in an amount not to exceed $173,779, to Ken Grody",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,10,City Council: Approval of Change Order No. 1 to the Public Works Agreement with TC Construction,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,11,City Council: Approval of Contract Change Order No. 2 to the Public Works Agreement with Tri-,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,12,"City Council: Approval of Amendment 1, in the amount of $107,723, to the Professional Services",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,13,"HDB: Approval of a two-year Professional Services Agreement with Gatekeepers Security Services,",Keim,APPROVED,4,1,KEIM,WEISS,Yes,Yes,No,Yes,Yes,NotOnCouncil,NotOnCouncil,
2022-12-21,1255599,2022-12-21_id-1255599.pdf,14,"City Council: Approval of a Public Works Agreement with Battista Floor Covering, LLC, in the amount",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,15,"City Council: Approval of a Professional Services Agreement with Chandler Asset Management, Inc.",Keim,APPROVED,5,0,KEIM,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2022-12-21,1255599,2022-12-21_id-1255599.pdf,16,"City Council: Approval of an appropriation of $1,724,067 from the unassigned General Fund",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,17,City Council: Adoption of a resolution approving Final Map No. RT15-0001 for the North Beach,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,18,City Council: Adoption of a resolution approving a four-year lease agreement with the option to,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,19,City Council: Approval of the addition of three full-time EMT-I positions as part of the American,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,20,City Council: Approval and adoption of a resolution implementing the revised Personnel Rules and,Motion to approve and adopt resolution with change to,APPROVED,5,0,ROBINSON,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2022-12-21,1255599,2022-12-21_id-1255599.pdf,21,City Council: Approval and adoption of the revised City of Oceanside Salary Schedule effective,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,22,City Council: Acceptance of the first quarter Financial Status Report and approval of the budget,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 6-12,14, 16-19, 21-22"
2022-12-21,1255599,2022-12-21_id-1255599.pdf,23,"City Council: Approval of the addition of an Assistant Police Chief, Police Lieutenant, and Police",Keim,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2022-12-21,1255599,2022-12-21_id-1255599.pdf,27,City Council: Adoption of an Ordinance authoring the levy of a special tax within the City of,Keim,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2022-12-21,1255599,2022-12-21_id-1255599.pdf,28,City Council: Adoption of an ordinance to amend Chapter 14C of the Oceanside City Code to,Weiss,APPROVED,3,2,WEISS,KEIM,No,Yes,No,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-01-11,1255600,2023-01-11_id-1255600.pdf,4,City Council/Harbor/CDC/OPFA: Approval to waive reading of the text of all ordinances and,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-8
2023-01-11,1255600,2023-01-11_id-1255600.pdf,5,City Council/Harbor/CDC/OPFA: Acceptance of City Clerk's Action Minutes of the Small Craft Harbor,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-8
2023-01-11,1255600,2023-01-11_id-1255600.pdf,6,"City Council: Approval of a purchase order, in an amount not to exceed $115,898, to Ken Grody",Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-8
2023-01-11,1255600,2023-01-11_id-1255600.pdf,7,"City Council: Approval of two purchase orders: 1) in an amount not to exceed $30,949, to Enterprise",Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-8
2023-01-11,1255600,2023-01-11_id-1255600.pdf,8,"City Council: Award of a Public Works Agreement, in the amount of $205,950, to A.B. Hashmi Inc.,",Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-8
2023-01-11,1255600,2023-01-11_id-1255600.pdf,9,City Council: Adoption of the Resolution of Intention declaring its intention to establish City of,Weiss,APPROVED,5,0,WEISS,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-01-11,1255600,2023-01-11_id-1255600.pdf,10,City Council: Adoption of a resolution upholding Planning Commission Resolutions No. 2022-P26,Motion to adopt the resolution and affirm the Planning,APPROVED,4,1,WEISS,ROBINSON,No,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-01-11,1255600,2023-01-11_id-1255600.pdf,11,"City Council/CDC: Introduction of an ordinance amending Articles 10, 10C and 31 of the Zoning",Keim,APPROVED,4,1,KEIM,ROBINSON,No,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-01-11,1255600,2023-01-11_id-1255600.pdf,12,City Council: Confirmation of issuance of a Class 1 “Existing Facilities” Categorical Exemption per,Sanchez,APPROVED,5,0,SANCHEZ,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-01-25,1255709,2023-01-25_id-1255709.pdf,5,City Council/Harbor/CDC/OPFA: Approval to waive reading of the text of all ordinances and,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,6,City Council/Harbor/CDC/OPFA: Acceptance of City Clerk's Action Minutes of the Small Craft Harbor,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,7,"City Council: Approval of a purchase order in the amount of $146,455 to Cross Communications",Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,8,"City Council: Approval of a purchase order, in an amount not to exceed $564,652, to Axon",Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,9,"City Council: Approval of a purchase order, in the amount of $108,804, to OnPoint Innovative",Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,10,"City Council: Approval of Change Order 3 from GDM, Inc. for $47,378, for a total contract amount",Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,11,"City Council: Approval of a change order in the amount of $49,836 to an existing purchase order",Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,12,City Council: Approval of Amendment 1 to the Professional Services Agreement with Schmidt,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,13,City Council: Approval of Amendment 2 to the Professional Services Agreement with Wallace and,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,14,City Council: Approval of Amendment 3 to the Property Use Agreement with Tower Optical,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,15,"HDB: Approval of Amendment 1 to the Professional Services Agreement, in the amount of $50,000,",Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,16,City Council: Approval of Amendment 5 to the Property Lease Agreement with Hobie Cat Company,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,17,City Council: Approval of a Professional Services Agreement with NBS Government Finance Group,Sanchez,APPROVED,5,0,SANCHEZ,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-01-25,1255709,2023-01-25_id-1255709.pdf,18,"City Council: Approval of a two-year Professional Services Agreement with Force 77 Engineering,",Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,19,City Council: Approval of a Memorandum of Understanding between the City of Oceanside and the,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,20,City Council: Adoption of a resolution approving Final Map No. T15-0003 for the Loma Alta 10,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,21,City Council: Approval of the conversion of 12 existing part-time EMT positions to three (3) full-,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,22,City Council: Approval of the addition of a Provisional Management Analyst position for oversight,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-16, 18-22"
2023-01-25,1255709,2023-01-25_id-1255709.pdf,23,"City Council: Approval of a Professional Services Agreement with GHD Inc., in the amount of",Robinson,APPROVED,4,1,ROBINSON,KEIM,No,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-01-25,1255709,2023-01-25_id-1255709.pdf,24,"City Council: Approval of a Professional Services Agreement with Kimley Horn and Associates, in",Weiss,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-01-25,1255709,2023-01-25_id-1255709.pdf,25,CDC: Adoption of a resolution approving a Development Plan (RD22-00001) and request for Density,Joyce,APPROVED,5,0,JOYCE,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-01-25,1255709,2023-01-25_id-1255709.pdf,28,Request by Mayor Sanchez to make appointments to or motions for removal from some or all of,Sanchez,APPROVED,4,1,SANCHEZ,ROBINSON,Yes,Yes,Yes,Yes,No,NotOnCouncil,NotOnCouncil,
2023-01-25,1255709,2023-01-25_id-1255709.pdf,29,Request by Mayor Sanchez and Councilmember Joyce for direction to staff: to amend city ordinance,"Motion to direct staff to allow for virtual testimony at any Manufactured Home Fair Practices Commission public hearing regarding Laguna Vista's NOI at the and direction to staff to bring back an assessment and recommendations to allow virtual testimony at city boards, commissions, and committees",APPROVED,5,0,SANCHEZ,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-01-25,1255709,2023-01-25_id-1255709.pdf,30,"City Council/CDC: Adoption of an ordinance amending Articles 10, 10C and 31 of the Zoning",Weiss,APPROVED,4,1,WEISS,ROBINSON,No,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-02-01,1255601,2023-02-01_id-1255601.pdf,5,City Council/Harbor/CDC/OPFA: Approval to waive reading of the text of all ordinances and,Approve Consent Calendar,APPROVED,5,0,WEISS,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-8, 10-11"
2023-02-01,1255601,2023-02-01_id-1255601.pdf,6,"City Council: Approval of a purchase order, in an amount not to exceed $112,288, to Ken Grody",Approve Consent Calendar,APPROVED,5,0,WEISS,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-8, 10-11"
2023-02-01,1255601,2023-02-01_id-1255601.pdf,7,City Council: Approval of Amendment 1 to the Professional Service Agreement with Gatekeepers,Approve Consent Calendar,APPROVED,5,0,WEISS,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-8, 10-11"
2023-02-01,1255601,2023-02-01_id-1255601.pdf,8,City Council: Approval of an amendment to the existing Operating Agreement with Agri Service,Approve Consent Calendar,APPROVED,5,0,WEISS,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-8, 10-11"
2023-02-01,1255601,2023-02-01_id-1255601.pdf,9,"City Council: Approval of a Professional Services Agreement with ALTA Planning + Design, Inc., in",Keim,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-02-01,1255601,2023-02-01_id-1255601.pdf,10,"City Council: Approval of a Professional Services Agreement with Berry, Dunn, McNeil & Parker,",Approve Consent Calendar,APPROVED,5,0,WEISS,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-8, 10-11"
2023-02-01,1255601,2023-02-01_id-1255601.pdf,11,"City Council: Approval of a three-year agreement, including a three-year extension subject to the",Approve Consent Calendar,APPROVED,5,0,WEISS,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 5-8, 10-11"
2023-02-01,1255601,2023-02-01_id-1255601.pdf,12,City Council: Submission of the FY 2023-24 through FY 2027-28 General Fund Five-Year Financial,Weiss,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-02-15,1255710,2023-02-15_id-1255710.pdf,4,City Council/Harbor/CDC/OPFA: Approval to waive reading of the text of all ordinances and,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 4-7, 9,"
2023-02-15,1255710,2023-02-15_id-1255710.pdf,5,City Council/Harbor/CDC/OPFA: Acceptance of City Clerk's Action Minutes of the Small Craft Harbor,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 4-7, 9,"
2023-02-15,1255710,2023-02-15_id-1255710.pdf,6,"HDB: Approval of Amendment 2 to the Lease Agreement with Aloha Partners, LP, for the premises",Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 4-7, 9,"
2023-02-15,1255710,2023-02-15_id-1255710.pdf,7,City Council: Approval of a Memorandum of Agreement with the United States Army Corps of,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 4-7, 9,"
2023-02-15,1255710,2023-02-15_id-1255710.pdf,9,City Council: Receipt and filing of the annual Downtown Oceanside Property and Business,Approve Consent Calendar,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 4-7, 9,"
2023-02-15,1255710,2023-02-15_id-1255710.pdf,10,"City Council: Acceptance of $142,523 in grant funds from the State of California for the Officer",Weiss,APPROVED,5,0,WEISS,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-02-15,1255710,2023-02-15_id-1255710.pdf,11,City Council: Adoption of a resolution authorizing the submittal of an application for a Shoreline,Robinson,APPROVED,4,1,ROBINSON,WEISS,No,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-02-15,1255710,2023-02-15_id-1255710.pdf,13,City Council: Adoption of a resolution to re-establish the Community Relations Commission and,Joyce,APPROVED,5,0,JOYCE,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-02-15,1255710,2023-02-15_id-1255710.pdf,14,"City Council: Authorization of the payment of $1,479,078 to the U.S. Army Corps of Engineers as",Keim,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-02-15,1255710,2023-02-15_id-1255710.pdf,15,City Council: Approval of an Agreement for Reimbursement of Costs for the construction of a new,Weiss,APPROVED,4,0,WEISS,KEIM,Yes,Yes,Yes,Abstain,Yes,NotOnCouncil,NotOnCouncil,
2023-02-15,1255710,2023-02-15_id-1255710.pdf,16,City Council: Hold a public hearing; adoption of the Resolution of Formation establishing City of,Motion to approve resolutions,APPROVED,4,1,ROBINSON,WEISS,No,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-02-15,1255710,2023-02-15_id-1255710.pdf,16,City Council: Hold a public hearing; adoption of the Resolution of Formation establishing City of,Motion to approve resolution certifying election results,APPROVED,4,1,WEISS,ROBINSON,No,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-02-15,1255710,2023-02-15_id-1255710.pdf,16,City Council: Hold a public hearing; adoption of the Resolution of Formation establishing City of,Motion to introduce the Ordinance for Community Facilities District No. 2023-1,APPROVED,4,1,WEISS,ROBINSON,No,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-02-15,1255710,2023-02-15_id-1255710.pdf,17,City Council: Hold a public hearing; adoption of the Resolution of Formation establishing City of,Motion to adopt resolutions,APPROVED,5,0,ROBINSON,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-02-15,1255710,2023-02-15_id-1255710.pdf,17,City Council: Hold a public hearing; adoption of the Resolution of Formation establishing City of,Motion to approve resolution certifying election results,APPROVED,5,0,WEISS,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-02-15,1255710,2023-02-15_id-1255710.pdf,17,City Council: Hold a public hearing; adoption of the Resolution of Formation establishing City of,Motion to introduce the Ordinance for Community Facilities District No. 2023-2,APPROVED,5,0,WEISS,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-03-08,1255602,2023-03-08_id-1255602.pdf,3,City Council/Harbor/CDC/OPFA: Approval to waive reading of the text of all ordinances and,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 3-17
2023-03-08,1255602,2023-03-08_id-1255602.pdf,4,City Council/Harbor/CDC/OPFA: Acceptance of City Clerk's Action Minutes of the Small Craft Harbor,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 3-17
2023-03-08,1255602,2023-03-08_id-1255602.pdf,5,"City Council: Approval of three purchase orders and in-house build costs, in an amount not exceed",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 3-17
2023-03-08,1255602,2023-03-08_id-1255602.pdf,6,City Council: Approval of Change Order 3 to the Public Works Agreement for Emergency Repairs,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 3-17
2023-03-08,1255602,2023-03-08_id-1255602.pdf,7,City Council: Approval of a change order to increase to an existing purchase order with Superior,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 3-17
2023-03-08,1255602,2023-03-08_id-1255602.pdf,8,"City Council: Approval of Amendment 3 to Public Works Agreement with West Coast Arborists, Inc.,",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 3-17
2023-03-08,1255602,2023-03-08_id-1255602.pdf,9,"City Council: Approval of Amendment 3 to the Professional Services Agreement with Data Ticket,",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 3-17
2023-03-08,1255602,2023-03-08_id-1255602.pdf,10,"City Council: Approval of the reimbursement agreement with Beazer Homes Holding, LLC, for the",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 3-17
2023-03-08,1255602,2023-03-08_id-1255602.pdf,11,City Council: Approval of a Purchase and Sale Agreement with North County Transit District (NCTD),Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 3-17
2023-03-08,1255602,2023-03-08_id-1255602.pdf,12,City Council: Staff recommends that the City Council adopt a resolution approving Final Map No.,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 3-17
2023-03-08,1255602,2023-03-08_id-1255602.pdf,13,City Council: Adoption of a resolution acknowledging receipt of the annual Oceanside Fire,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 3-17
2023-03-08,1255602,2023-03-08_id-1255602.pdf,14,City Council: Adoption of a resolution authorizing the City to apply for and obtain grant funds in an,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 3-17
2023-03-08,1255602,2023-03-08_id-1255602.pdf,15,"City Council: Acceptance of $14,000 in grant funds from California State Library, awarded to the",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 3-17
2023-03-08,1255602,2023-03-08_id-1255602.pdf,16,City Council: Acceptance of the Annual Comprehensive Financial Report for the fiscal year ending,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 3-17
