meeting_date,meeting_id,pdf_file,item_number,item_title,motion_summary,outcome,vote_count_for,vote_count_against,mover,seconder,SANCHEZ,KEIM,JOYCE,ROBINSON,WEISS,FIGUEROA,RODRIGUEZ,notes
2023-06-07,1255609,2023-06-07_id-1255609.pdf,41,City Council/CDC/HDB: Adoption of resolutions for the following: (1) approving the Appropriation,Joyce,APPROVED,5,0,JOYCE,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-06-07,1255609,2023-06-07_id-1255609.pdf,42,City Council: Adoption of resolutions confirming the diagrams and assessments for each of the,Weiss,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-06-07,1255609,2023-06-07_id-1255609.pdf,43,City Council: Adoption of a resolution approving the Engineer's Report confirming the diagram and,Robinson,APPROVED,5,0,ROBINSON,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-06-07,1255609,2023-06-07_id-1255609.pdf,44,City Council: Adoption of a resolution approving a Historic Permit (H22-00001) to locally designate,Weiss,APPROVED,5,0,WEISS,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-06-07,1255609,2023-06-07_id-1255609.pdf,47,Request by Councilmember Joyce and Mayor Sanchez to direct staff to prepare an ordinance,Motion to continue item to the August 30th housing workshop,APPROVED,3,2,WEISS,ROBINSON,No,Yes,No,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-06-21,1255610,2023-06-21_id-1255610.pdf,3,City Council/Harbor/CDC/OPFA: Approval to waive reading of the text of all ordinances and,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,4,City Council/Harbor/CDC/OPFA: Acceptance of City Clerk's Action Minutes of the Small Craft Harbor,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,5,"City Council: Approval of annual purchase orders, agreements, and amendments with various",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,6,"City Council: Approval of annual purchase orders and agreements for services, supplies, and materials",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,7,"City Council: Approval of a purchase order to BMW Motorcycles, in the amount of $33,318, for the",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,8,"City Council: Approval of a solution agreement with Arctic Wolf and a three-year purchase order,",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,9,"City Council: Approval of a purchase order to Guardian Fleet Safety as a sole source, not to exceed",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,10,"City Council: Approval of a purchase order to CT West, Inc., in the amount of $465,710, for City-",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,11,City Council: Approval of an increase to an existing purchase order with Sunbelt Rentals in the,Joyce,APPROVED,5,0,JOYCE,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-06-21,1255610,2023-06-21_id-1255610.pdf,12,City Council: Approval of a change order to an existing purchase order to Hawthorne Rent It,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,13,City Council: Approval of the construction changes listed in Contract Change Orders Numbers 7,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,14,"City Council: Approval of an amendment to two Professional Services Agreements (PSAs) with NV5,",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,15,"City Council: Approval of Amendment 1 to the Reimbursement Agreement with Net Lease Alliance,",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,16,"City Council: Approval of Amendment 2 to Professional Services Agreement with HdL, in the amount",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,17,City Council: Approval of Amendment 2 to the Professional Services Agreement (PSA) with,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,18,City Council: Approval of Amendment 4 to the Professional Services Agreement with E Source,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,19,"City Council: Approval of Amendment 5 to the Percentage Lease Agreement with OS Pier, LLC,",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,20,City Council: Approval of an Amended and Restated Cooperation Agreement with the Oceanside,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,21,"City Council: Approval of 21 three-year Professional Services Agreements with consulting firms,",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,22,"City Council: Approval of a five-year Professional Services Agreement with D-Max Engineering Inc.,",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,23,"City Council: Approval of a Professional Services Agreement with Gallagher Benefit Services, Inc.,",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,24,"City Council: Award of a Public Works Agreement to HMS Construction, Inc., in the amount of",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,25,"City Council: Award of a Public Works Agreement to Econolite Systems, Inc., in the amount of",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,26,City Council: Approval of the reassignment of the Host Sponsorship Agreement to host the O'Side,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,27,City Council: Acceptance of grant funding from the California Department of Water Resources,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,28,City Council: Approval of Amendment 2 to the Property Use Agreement with the San Diego Rescue,Sanchez,APPROVED,5,0,SANCHEZ,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-06-21,1255610,2023-06-21_id-1255610.pdf,30,City Council: Adoption of resolutions authorizing the levy of special taxes for Community Facilities,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,31,City Council: Authorization for staff and Doherty Concrete to continue emergency repairs on the,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,32,City Council: End the emergency work declaration on the 3500 block of Sky Haven Lane; deem,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,33,"CDC: Approval of the updated Downtown Advisory Committee Bylaws, and Fiscal Years 2023-24","Motion to approve the updated Downtown Advisory Committee Bylaws and Fiscal Years 2023-2024 and 2024- 2025 Biennial Work Plan with the change that the one member qualified in the real estate professions such as architecture, real estate development, real estate/land use law, commercial real estate sales, asset management, engineering, or finance at the end of that member's term be switched to an at-large member",APPROVED,5,0,JOYCE,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-06-21,1255610,2023-06-21_id-1255610.pdf,34,City Council: Approval of the updated Planning Commission FY 2023-24 and FY 2024-25 Work Plan,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,35,City Council: Acceptance of the City Treasurer's recommendation for the Citizen Investment,Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,36,"City Council: Acceptance of the City Treasurer's Report for the quarter ended March 31, 2023",Approve Consent Calendar,APPROVED,5,0,KEIM,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-10, 12-27, 30- 32, 34-36"
2023-06-21,1255610,2023-06-21_id-1255610.pdf,37,City Council: Adoption of a resolution upholding Planning Commission Resolution No. 2023-P09,Robinson,APPROVED,4,1,ROBINSON,WEISS,No,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-06-21,1255610,2023-06-21_id-1255610.pdf,38,City Council: Adoption of a resolution upholding the Planning Commission's certification of a Final,Keim,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-06-21,1255610,2023-06-21_id-1255610.pdf,42,Request by Deputy Mayor Keim and Councilmember Weiss for discussion and direction to staff,Keim,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-08-09,1255611,2023-08-09_id-1255611.pdf,3,City Council/Harbor/CDC/OPFA: Approval to waive reading of the text of all ordinances and,Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,4,City Council/Harbor/CDC/OPFA: Acceptance of City Clerk's Action Minutes of the Small Craft Harbor,Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,5,"City Council: Approval of a purchase order to Phil Long Ford, in the amount of $685,620, for thirteen",Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,6,"City Council: Approval of a two-year purchase order, in an amount not to exceed $58,970, to",Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,7,"City Council: Approval of Change Order 6 with TC Construction Company, Inc., in the amount of",Robinson,APPROVED,5,0,ROBINSON,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-08-09,1255611,2023-08-09_id-1255611.pdf,8,"City Council: Approval of Change Order 9 with Canyon Springs Enterprises, Inc., in the amount of",Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,9,City Council: Approval of Amendment 1 to the Public Works Agreement with Rancho Del Oro,Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,10,City Council: Approval of Amendment 1 to the Professional Services Agreement with RNT Architects,Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,11,City Council: Approval of Amendment 1 to the Landscape Maintenance Agreement with Mariposa,Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,12,City Council: Approval of Amendment 1 to the Professional Services Agreement with Solana Center,Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,13,"City Council: Approval of Amendment 1 to the Professional Services Agreement with KTU&A, in the",Sanchez,APPROVED,5,0,SANCHEZ,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-08-09,1255611,2023-08-09_id-1255611.pdf,14,City Council: Approval of Amendment 1 to the Professional Services Agreement with Anser Advisory,Sanchez,APPROVED,5,0,SANCHEZ,JOYCE,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-08-09,1255611,2023-08-09_id-1255611.pdf,15,City Council: Approval of Amendment 2 to the Professional Services Agreement with Dixon,Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,16,City Council: Approval of Amendment 4 to the Lease Agreement with Vista Community Clinic for a,Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,17,City Council: Approval of a Professional Services Agreement with Infrastructure Management,Robinson,APPROVED,5,0,ROBINSON,KEIM,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-08-09,1255611,2023-08-09_id-1255611.pdf,18,City Council: Approval of a three-year Professional Services Agreement with Transformational,Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,19,City Council: Approval of a one-year Public Works Agreement with Rancho Del Oro Landscape &,Robinson,APPROVED,5,0,ROBINSON,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-08-09,1255611,2023-08-09_id-1255611.pdf,20,City Council: Acceptance and filing of the Americans with Disabilities Act (ADA) Self Evaluation and,Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,21,City Council: Approval of the modification of an existing authorized full-time benefited Program,Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,22,"City Council: Adoption of a resolution authorizing the City to apply for grant funds, in an amount",Keim,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-08-09,1255611,2023-08-09_id-1255611.pdf,23,City Council: Authorization of staff and Doherty Concrete to continue emergency repairs on the,Approve Consent Calendar,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,"consent batch for items 3-6, 8-12, 15-16, 18, 20-26"
2023-08-09,1255611,2023-08-09_id-1255611.pdf,24,City Council: Adoption of a resolution adopting the updated 2023 San Diego County Multi-,Keim,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-08-09,1255611,2023-08-09_id-1255611.pdf,25,City Council: Adoption of a resolution denying Conditional Use Permit (CUP22-00007) and Waiver,Keim,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-08-09,1255611,2023-08-09_id-1255611.pdf,26,City Council: Adoption of a resolution establishing stop control on Seagaze Drive at The Strand,Keim,APPROVED,5,0,KEIM,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-08-09,1255611,2023-08-09_id-1255611.pdf,27,"City Council: Adoption of a resolution increasing dog license impound rates and fees for the City,",Sanchez,APPROVED,5,0,SANCHEZ,ROBINSON,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-08-09,1255611,2023-08-09_id-1255611.pdf,28,City Council: Adoption of a resolution upholding Planning Commission Resolution No. 2023-P05,Motion to adopt the resolution with the one reserved affordable unit be a one-bedroom unit,FAILED,2,3,SANCHEZ,JOYCE,Yes,No,Yes,No,No,NotOnCouncil,NotOnCouncil,
2023-08-09,1255611,2023-08-09_id-1255611.pdf,28,City Council: Adoption of a resolution upholding Planning Commission Resolution No. 2023-P05,Motion to adopt the resolution with the addition of a,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-08-09,1255611,2023-08-09_id-1255611.pdf,31,Request by Mayor Sanchez to make appointments to or motions for removal from some or all of,Joyce,APPROVED,5,0,JOYCE,WEISS,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,
2023-08-23,1255612,2023-08-23_id-1255612.pdf,4,City Council/Harbor/CDC/OPFA: Approval to waive reading of the text of all ordinances and,Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,5,City Council/Harbor/CDC/OPFA: Acceptance of City Clerk's Action Minutes of the Small Craft Harbor,Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,6,"City Council: Approval of a purchase order to Waxie Sanitary Supply, in the amount of $100,000,",Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,7,"City Council: Approval of a purchase order to Cart Mart, in the amount of $22,104, for the sole",Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,8,"City Council: Approval of a purchase order to Republic EVS, in the amount $772,166, for the",Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,9,"City Council: Approval of purchase orders in amounts totaling $324,426 with multiple vendors for",Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,10,"City Council: Ratification of the execution of Change Order No. 5, in the amount of $270,000, and",Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,11,City Council: Approval of Amendment 1 to Professional Services Agreement with Interfaith,Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,12,City Council: Approval of Amendment 2 to the Property Use Agreement with Cause of Christ for,Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,13,City Council: Approval of Amendment 2 to the Professional Services Agreement with STK,Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,14,City Council: Approval of a one-year Professional Services Agreement with North County Lifeline,Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,15,"City Council: Approval of a one-year Professional Services Agreement with Vista Community Clinic,",Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,16,"City Council: Approval of a one-year Professional Services Agreement with Vista Community Clinic,",Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,17,City Council: Approval of a one-year Professional Services Agreement with The North County,Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,18,City Council: Approval of a 12-month Professional Services Agreement with Interfaith Community,Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,19,"City Council: Approval of a Public Works Agreement and Purchase Order with Roof Construction,",Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,20,"City Council: Approval of a Public Works Agreement with Ecology Auto Parts Inc., in an amount not",Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,21,"City Council: Approval of a Memorandum of Understanding and acceptance of a $500,000 match",Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,22,City Council: Approval of a Memorandum of Understanding with San Diego Association of,Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,23,City Council: Approval of a Memorandum of Agreement with Visit Oceanside and acceptance of,Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
2023-08-23,1255612,2023-08-23_id-1255612.pdf,24,"City Council: Acceptance of a one-year Supportive Housing Program renewal grant, in the amount",Approve Consent Calendar,APPROVED,5,0,WEISS,SANCHEZ,Yes,Yes,Yes,Yes,Yes,NotOnCouncil,NotOnCouncil,consent batch for items 4-31
